"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"880",1124,"The Prodigy",2019,"R",92,"Horror",5.8,"A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.","Nicholas McCarthy","Taylor Schilling",22359
"881",1125,"Every Day",2018,"PG-13",97,"Drama",6.4,"A shy teenager falls for a spirit who wakes up in the body of a different person every morning.","Michael Sucsy","Angourie Rice",17722
"882",1126,"Yummy",2019,"Not Rated",88,"Action",6,"An orgy of blood, violence and fun in which a young couple travel to a shabby Eastern European hospital for plastic surgery. Once there things unravel.","Lars Damoiseaux","Maaike Neuville",2138
"883",1127,"Attraction",2017,"R",132,"Drama",5.6,"An alien ship crash lands onto a Russian city, many who saw it and the occupants start to question their own existence, while there are those who demand the aliens leave Earth.","Fedor Bondarchuk","Irina Starshenbaum",10341
"884",1129,"Don't Let Go",2019,"R",103,"Drama",6.2,"After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not.","Jacob Estes","David Oyelowo",5117
"885",1130,"Daddy's Home 2",2017,"PG-13",100,"Comedy",6,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.","Sean Anders","Will Ferrell",59853
"886",1131,"Far from the Madding Crowd",2015,"PG-13",119,"Drama",7.1,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.","Thomas Vinterberg","Carey Mulligan",44043
"887",1132,"Free Fire",2016,"R",91,"Action",6.4,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.","Ben Wheatley","Sharlto Copley",40986
"888",1133,"Midnight Sun",2018,"PG-13",91,"Drama",6.6,"A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.","Scott Speer","Bella Thorne",22150
"889",1135,"Last Moment of Clarity",2020,"R",90,"Thriller",5.1,"Three years after witnessing the murder of his fiancée, a man finds himself a fearful drifter, until one day at a Parisian cinema he sees an actress who looks a lot like his dead love, and eventually he finds the truth about his fiancée.","Colin Krisel","James Krisel",1383
"890",1139,"Insidious: Chapter 3",2015,"PG-13",97,"Horror",6.1,"A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.","Leigh Whannell","Dermot Mulroney",91449
"891",1140,"Tau",2018,"R",97,"Sci",5.8,"A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house.","Federico D'Alessandro","Maika Monroe",25869
"892",1141,"Get Hard",2015,"R",100,"Comedy",6,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.","Etan Cohen","Will Ferrell",120853
"893",1142,"Arctic",2018,"PG-13",98,"Adventure",6.8,"A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.","Joe Penna","Mads Mikkelsen",40203
"894",1143,"Snatched",2017,"R",90,"Action",4.5,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.","Jonathan Levine","Amy Schumer",32689
"895",1145,"Risen",2016,"PG-13",107,"Action",6.3,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of , who rose from the dead.","Kevin Reynolds","Joseph Fiennes",24748
"896",1146,"Monos",2019,"R",102,"Adventure",7,"On a remote mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.","Alejandro Landes","Sofia Buenaventura",12572
"897",1147,"The True Adventures of Wolfboy",2019,"PG-13",88,"Drama",7,"Follows a young boy who runs away from home in the search of his estranged mother.","Martin Krejcí","Chloë Sevigny",59
"898",1148,"The Forty-Year-Old Version",2020,"R",129,"Comedy",6.7,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","Radha Blank","Imani Lewis",401
"899",1149,"The Man Who Killed Don Quixote",2018,"Not Rated",132,"Adventure",6.4,"Toby, a disillusioned film director, is pulled into a world of time-jumping fantasy when a Spanish cobbler believes himself to be Sancho Panza. He gradually becomes unable to tell dreams from reality.","Terry Gilliam","José Luis Ferrer",15082
"900",1150,"Lords of Chaos",2018,"R",118,"Biography",6.5,"A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.","Jonas Åkerlund","Rory Culkin",11899
"901",1151,"The Scientist",2020,"TV-MA",93,"Horror",3,"Steve struggles to care for his wife who has only a few weeks to live. While trying to stay strong, Steve tries to develop a cure by ignoring all legal and moral limits with his treatment methods.","Derrick Granado","Daniel B. Davis",86
"902",1152,"The Night Comes for Us",2018,"TV-MA",121,"Action",7,"Ito, a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.","Timo Tjahjanto","Iko Uwais",20172
"903",1153,"The Stanford Prison Experiment",2015,"R",122,"Biography",6.9,"In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.","Kyle Patrick Alvarez","Ezra Miller",36146
"904",1154,"Cut Throat City",2020,"R",123,"Action",4.4,"Set after Hurricane Katrina, four boyhood friends out of options reluctantly accept an offer to pull off a dangerous heist in the heart of New Orleans.","RZA","Eiza González",375
"905",1156,"Witches in the Woods",2019,"Not Rated",90,"Horror",4.2,"Jill, a tenacious UMass freshman, abandons her studies for an off-the-grid snowboarding trip. When their SUV mysteriously becomes lost, temperatures fall and the group dynamic unravels as a virtual and then literal witch hunt begins.","Jordan Barker","Hannah Kasulka",1021
"906",1157,"The Open House",2018,"TV-MA",94,"Horror",3.2,"A teenager and his mother find themselves besieged by threatening forces when they move into a new house.","Matt Angel","Suzanne Coote",30228
"907",1158,"Escape Plan: The Extractors",2019,"R",97,"Action",4.4,"After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured.","John Herzfeld","Sylvester Stallone",10727
"908",1159,"Colonia",2015,"R",110,"Biography",7.1,"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.","Florian Gallenberger","Emma Watson",46792
"909",1161,"Never Look Away",2018,"R",189,"Biography",7.7,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the DDR-regime.","Florian Henckel von Donnersmarck","Tom Schilling",13941
"910",1164,"Wendy",2020,"PG-13",111,"Drama",5.7,"Lost on a mysterious island where aging and time have come unglued, Wendy must fight to save her family, her freedom, and the joyous spirit of youth from the deadly peril of growing up.","Benh Zeitlin","Devin France",1555
"911",1166,"A Fall from Grace",2020,"TV-MA",115,"Drama",5.8,"Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.","Tyler Perry","Crystal Fox",10403
"912",1167,"When We First Met",2018,"TV-14",97,"Comedy",6.4,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.","Ari Sandel","Adam Devine",41176
"913",1169,"In Fabric",2018,"R",118,"Comedy",6.3,"In Fabric is a haunting ghost story set against the backdrop of a busy winter sales period in a department store and follows the life of a cursed dress as it passes from person to person, with devastating consequences..","Peter Strickland","Sidse Babett Knudsen",7671
"914",1170,"Super Dark Times",2017,"Not Rated",103,"Crime",6.6,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.","Kevin Phillips","Owen Campbell",18233
"915",1172,"Wine Country",2019,"R",103,"Comedy",5.4,"During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","Amy Poehler","Amy Poehler",18010
"916",1174,"The Miracle Season",2018,"PG",101,"Drama",6.5,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.","Sean McNamara","Helen Hunt",4452
"917",1175,"Love Sarah",2020,"M",97,"Comedy",6,"A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma.","Eliza Schroeder","Celia Imrie",407
"918",1176,"La llorona",2019,"Not Rated",97,"Drama",6.5,"An aging paranoid dictator, protected by a witchcrafting wife, faces death and the uprise of his people in Guatemala.","Jayro Bustamante","María Mercedes Coroy",1473
"919",1177,"The Vanishing",2018,"R",107,"Crime",5.8,"Three lighthouse keepers on the remote Flannan Isles find a hidden trunk of gold, leading to their mysterious disappearance.","Kristoffer Nyholm","Peter Mullan",13170
"920",1178,"Extra Ordinary",2019,"R",94,"Comedy",6.4,"Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.","Mike Ahern","Enda Loughman",6184
"921",1179,"Ouija: Origin of Evil",2016,"PG-13",99,"Drama",6.1,"In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is.","Mike Flanagan","Elizabeth Reaser",52722
"922",1180,"20th Century Women",2016,"R",119,"Comedy",7.3,"The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979.","Mike Mills","Annette Bening",39067
"923",1182,"My Hero Academia: Heroes Rising",2019,"PG-13",104,"Animation",8,"A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet.","Kenji Nagasaki","Daiki Yamashita",2544
"924",1184,"Inconceivable",2017,"R",105,"Thriller",5.2,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.","Jonathan Baker","Gina Gershon",8171
"925",1186,"The Guilty",2018,"R",85,"Crime",7.5,"A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.","Gustav Möller","Jakob Cedergren",40930
"926",1187,"Black Christmas",2019,"PG-13",92,"Horror",3.2,"A group of female students are stalked by a stranger during their Christmas break. That is until the young sorority pledges discover that the killer is part of an underground college conspiracy.","Sophia Takal","Imogen Poots",8875
"927",1188,"Beasts of No Nation",2015,"Not Rated",137,"Drama",7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","Cary Joji Fukunaga","Abraham Attah",72161
"928",1190,"Light of My Life",2019,"R",119,"Drama",6.6,"Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond, and the character of humanity, is tested.","Casey Affleck","Anna Pniowsky",9644
"929",1191,"The Zookeeper's Wife",2017,"PG-13",127,"Biography",7,"Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.","Niki Caro","Jessica Chastain",37724
"930",1192,"Infamous",2020,"Not Rated",100,"Crime",3.9,"Two young lovers rob their way across the southland, posting their exploits to social media, and gaining fame and followers as a result.","Joshua Caldwell","Bella Thorne",1380
"931",1193,"Look Away",2018,"TV-MA",103,"Drama",5.9,"Maria, an alienated high-school student, has her life turned upside down when she switches places with her sinister mirror image.","Assaf Bernstein","India Eisley",13605
"932",1194,"Falling Inn Love",2019,"TV-PG",98,"Comedy",5.6,"When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.","Roger Kumble","Christina Milian",14470
"933",1195,"The Miseducation of Cameron Post",2018,"Not Rated",91,"Drama",6.6,"In 1993, a teenage girl is forced into a gay conversion therapy center by her conservative guardians.","Desiree Akhavan","Chloë Grace Moretz",18103
"934",1196,"The Siege of Jadotville",2016,"TV-MA",108,"Action",7.2,"Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.","Richie Smyth","Richard Lukunku",30446
"935",1197,"The Wave",2019,"R",87,"Sci",6,"An insurance lawyer goes out on the town to celebrate an upcoming promotion with his co-worker, Jeff. But their night takes a turns bizarre when Frank ingests a hallucinogen that completely alters his perception of the world.","Gille Klabin","Justin Long",3006
"936",1200,"Blindspotting",2018,"R",95,"Comedy",7.4,"While on probation, a man begins to re-evaluate his relationship with his volatile best friend.","Carlos López Estrada","Daveed Diggs",26199
"937",1201,"A Dog's Purpose",2017,"PG",100,"Adventure",7.2,"A dog looks to discover his purpose in life over the course of several lifetimes and owners.","Lasse Hallström","Josh Gad",63924
"938",1202,"The Turkey Bowl",2019,"R",120,"Comedy",5.6,"A 30-something urbanite is pulled back to his rural hometown by his high-school buddies on Thanksgiving to finish The Turkey Bowl, an epic football game against their crosstown rivals that was snowed out 15 years before.","Greg Coolidge","Ryan Hansen",949
"939",1203,"V",2020,"TV-MA",140,"Action",6.7,"The showdown between a celebrated cop and a serial killer who challenges the former to nab him, results in consequences laced with heavy-duty action, playful romance and dark humor.","Mohana Krishna Indraganti","Nani",4441
"940",1206,"Nine Days",2020,"R",124,"Drama",7.5,"A reclusive man conducts a series of interviews with human souls for a chance to be born.","Edson Oda","Bill Skarsgård",201
"941",1207,"Siberia",2018,"R",104,"Crime",4.3,"When an American diamond trader's Russian partner goes missing, he journeys to Siberia in search of him, but instead begins a love affair.","Matthew Ross","Keanu Reeves",12085
"942",1208,"Earthquake Bird",2019,"R",107,"Crime",5.9,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","Wash Westmoreland","Alicia Vikander",11940
"943",1209,"The Pale Door",2020,"Not Rated",96,"Drama",4.7,"After a train robbery goes bad, two brothers leading a gang of cowboys must survive the night in a ghost town inhabited by a coven of witches.","Aaron B. Koontz","Melora Walters",1542
"944",1210,"My Friend Dahmer",2017,"R",107,"Biography",6.2,"A young  struggles to belong in high school.","Marc Meyers","Ross Lynch",15716
"945",1211,"Triple Threat",2019,"R",96,"Action",5.6,"When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.","Jesse V. Johnson","Tony Jaa",9110
"946",1214,"Daddy's Home",2015,"PG-13",96,"Comedy",6.2,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.","Sean Anders","Will Ferrell",106190
"947",1215,"I Don't Feel at Home in This World Anymore.",2017,"TV-MA",93,"Comedy",6.9,"When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.","Macon Blair","Melanie Lynskey",46787
"948",1216,"Fisherman's Friends",2019,"PG-13",112,"Comedy",6.9,"Ten fisherman from Cornwall are signed by Universal Records and achieve a top ten hit with their debut album of Sea Shanties.","Chris Foggin","James Purefoy",5054
"949",1217,"Line of Duty",2019,"R",98,"Action",5.3,"A disgraced cop finds himself in a race against time to find a kidnap victim whose abductor he accidentally killed.","Steven C. Miller","Giancarlo Esposito",4708
"950",1218,"Escape Plan 2: Hades",2018,"R",96,"Action",3.8,"Years after he fought his way out of an inescapable prison, Ray Breslin has organized a new top-notch security force. But when one of his team members goes missing, Breslin must return to the hell he once escaped from.","Steven C. Miller","Sylvester Stallone",27339
"951",1219,"The Other Lamb",2019,"Unrated",96,"Drama",5,"A girl born into an all-female cult led by a man in their compound begins to question his teachings and her own reality.","Malgorzata Szumowska","Raffey Cassidy",2380
"952",1221,"Behind You",2020,"R",86,"Horror",4.2,"Two young sisters find that all the mirrors in their estranged aunt's house are covered or hidden. When one of them happens upon a mirror in the basement, she unknowingly releases a malicious demon.","Andrew Mecham","Matthew Whedon",1073
"953",1222,"The Man with the Iron Heart",2017,"R",120,"Action",6.4,"As the German Fascists expand their borders, scorching Europe from end to end, two brave Czechs of the Resistance prepare for a suicide mission to assassinate , the hideous mastermind behind the ""Final Solution"".","Cédric Jimenez","Jason Clarke",13485
"954",1223,"Zeroville",2019,"R",96,"Comedy",4.6,"A young ex-communicated seminarian, Ike ""Vikar"" Jerome, arrives in Los Angeles on the same August day in 1969 that a crazed hippie ''family'' led by Charles Manson commits five savage murders.","James Franco","James Franco",1428
"955",1224,"Café Society",2016,"PG-13",96,"Comedy",6.6,"In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.","Woody Allen","Jesse Eisenberg",69515
"956",1225,"Them That Follow",2019,"R",98,"Drama",5.3,"Set deep in the wilds of Appalachia, where believers handle death-dealing snakes to prove themselves before God, a pastor's daughter holds a secret that threatens to tear her community apart.","Britt Poulton","Dan Madison Savage",2568
"957",1226,"Free State of Jones",2016,"R",139,"Action",6.9,"A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.","Gary Ross","Matthew McConaughey",50337
"958",1227,"Impetigore",2019,"Not Rated",106,"Drama",6.8,"Maya with her best friend, Dini, tries to survive in a city without a family. She realized that she might inherit a property from her rich family. Maya returns to the village with Dini and unaware of the danger was waiting for her.","Joko Anwar","Tara Basro",2190
"959",1228,"Me and Earl and the Dying Girl",2015,"PG-13",105,"Comedy",7.7,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","Alfonso Gomez-Rejon","Thomas Mann",121194
"960",1229,"Eddie the Eagle",2015,"PG-13",106,"Biography",7.4,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.","Dexter Fletcher","Taron Egerton",83353
"961",1230,"Southbound",2015,"R",89,"Horror",5.9,"Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.","Roxanne Benjamin","Matt Bettinelli-Olpin",16338
"962",1232,"Destination Wedding",2018,"R",87,"Comedy",6,"The story of two miserable and unpleasant wedding guests, Lindsay and Frank, who develop a mutual affection despite themselves.","Victor Levin","Winona Ryder",23788
"963",1233,"Neighbors 2: Sorority Rising",2016,"R",92,"Comedy",5.7,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.","Nicholas Stoller","Seth Rogen",111798
"964",1234,"The Ottoman Lieutenant",2017,"R",106,"Drama",6.6,"This movie is a love story between an idealistic American nurse and a Turkish officer in World War I.","Joseph Ruben","Michiel Huisman",24205
"965",1235,"Action Point",2018,"R",85,"Comedy",5.1,"A daredevil designs and operates his own theme park with his friends.","Tim Kirkby","Johnny Knoxville",9731
"966",1238,"Matthias & Maxime",2019,"E13",119,"Drama",6.8,"A drama focusing on a group of friends in their late 20s.","Xavier Dolan","Gabriel D'Almeida Freitas",4442
"967",1239,"Thoroughbreds",2017,"R",92,"Comedy",6.7,"Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost.","Cory Finley","Olivia Cooke",32927
"968",1240,"The Art of Self-Defense",2019,"R",104,"Action",6.7,"After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.","Riley Stearns","Jesse Eisenberg",25870
"969",1241,"The Domestics",2018,"R",95,"Action",5.7,"In the weeks following an apocalyptic event, a husband and wife venture across the countryside inhabited by deadly factions in search of safety, and must work together as they are pushed to the breaking point in order to survive.","Mike P. Nelson","Kate Bosworth",8532
"970",1242,"Everybody Wants Some!!",2016,"R",117,"Comedy",6.9,"In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.","Richard Linklater","Blake Jenner",51169
"971",1244,"The Christmas Chronicles",2018,"PG",104,"Adventure",7.1,"The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","Clay Kaytis","Kurt Russell",43109
"972",1245,"Eye in the Sky",2015,"R",102,"Action",7.3,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.","Gavin Hood","Helen Mirren",77892
"973",1247,"Victor Frankenstein",2015,"PG-13",110,"Drama",6,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.","Paul McGuigan","Daniel Radcliffe",51470
"974",1248,"Trumbo",2015,"R",124,"Biography",7.5,"In 1947,  was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.","Jay Roach","Bryan Cranston",75149
"975",1250,"Zoolander 2",2016,"PG-13",101,"Action",4.7,"Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.","Ben Stiller","Ben Stiller",63871
"976",1252,"Mr. Holmes",2015,"PG",104,"Drama",6.9,"An aged, retired Sherlock Holmes deals with early dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.","Bill Condon","Ian McKellen",60799
"977",1253,"Four Kids and It",2020,"PG",110,"Family",4.9,"A group of kids on holiday in Cornwall meet a magical creature on the beach with the power to grant wishes.","Andy De Emmony","Teddie-Rose Malleson-Allen",764
"978",1254,"Alien Addiction",2018,"E13",95,"Comedy",8.1,"One man, two aliens, same buzz.","Shae Sterling","Jimi Jackson",93
"979",1255,"I Want to Eat Your Pancreas",2018,"Not Rated",109,"Animation",7.9,"A high school student discovers one of his classmates, Sakura Yamauchi, is suffering from a terminal illness. This secret brings the two together, as she lives out her final moments.","Shin'ichirô Ushijima","Mahiro Takasugi",5568
"980",1256,"Think Like a Dog",2020,"PG",91,"Comedy",5.1,"A 12-year-old tech prodigy's science experiment goes awry and he forges a telepathic connection with his dog. The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.","Gil Junger","Megan Fox",788
"981",1258,"Hell on the Border",2019,"R",106,"Adventure",4.1,"Arkansas, 1875, After shooting 5 men to save a judge and then going into Indian Territory after a lethal outlaw, Bass Reeves becomes the first black deputy marshal west of Mississippi.","Wes Miller","David Gyasi",734
"982",1259,"A Monster Calls",2016,"PG-13",108,"Adventure",7.5,"A boy seeks the help of a tree monster to cope with his single mother's terminal illness.","J.A. Bayona","Lewis MacDougall",79118
"983",1260,"Christine",2016,"R",119,"Biography",6.9,"The story of , a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.","Antonio Campos","Rebecca Hall",13272
"984",1264,"Secret in Their Eyes",2015,"PG-13",111,"Crime",6.3,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","Billy Ray","Chiwetel Ejiofor",42336
"985",1265,"Concussion",2015,"PG-13",123,"Biography",7.1,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.","Peter Landesman","Will Smith",85097
"986",1266,"Girl on the Third Floor",2019,"TV-MA",93,"Drama",4.5,"Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.","Travis Stevens","C.M. Punk",7251
"987",1267,"Can You Ever Forgive Me?",2018,"R",106,"Biography",7.1,"When Lee Israel falls out of step with current tastes, she turns her art form to deception.","Marielle Heller","Melissa McCarthy",45166
"988",1268,"Stargirl",2020,"PG",107,"Comedy",6.1,"A boy becomes intrigued by a mysterious and quirky student named Stargirl and spends his time trying to know more about her.","Julia Hart","Grace VanderWaal",3178
"989",1269,"Sergio",2020,"R",118,"Biography",6.1,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat  hangs in the balance during the most treacherous mission of his career.","Greg Barker","Wagner Moura",7409
"990",1270,"Absolutely Anything",2015,"R",85,"Comedy",6,"A group of eccentric aliens confers a human being with the power to do absolutely anything, as an experiment.","Terry Jones","Simon Pegg",38939
"991",1271,"Triple 9",2016,"R",115,"Action",6.3,"A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.","John Hillcoat","Casey Affleck",64604
"992",1272,"47 Meters Down",2017,"PG-13",89,"Adventure",5.6,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","Johannes Roberts","Mandy Moore",47974
"993",1273,"A Private War",2018,"R",110,"Biography",6.7,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.","Matthew Heineman","Rosamund Pike",15822
"994",1276,"Everybody Knows",2018,"R",133,"Crime",6.9,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.","Asghar Farhadi","Penélope Cruz",28098
"995",1277,"Fahrenheit 451",2018,"TV-14",100,"Drama",4.9,"In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman - and begins to rebel against society.","Ramin Bahrani","Michael B. Jordan",17017
"996",1278,"Crooked House",2017,"PG-13",115,"Crime",6.3,"In Agatha Christie's most twisted tale, a spy-turned-private-detective is lured by his former lover to catch her grandfather's murderer before Scotland Yard exposes dark family secrets.","Gilles Paquet-Brenner","Max Irons",17122
"997",1279,"Poltergeist",2015,"PG-13",93,"Horror",4.9,"A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.","Gil Kenan","Sam Rockwell",54418
"998",1280,"Second Act",2018,"PG-13",103,"Comedy",5.8,"A big box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.","Peter Segal","Jennifer Lopez",21340
"999",1282,"Lost Bullet",2020,"TV-MA",92,"Action",6.2,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.","Guillaume Pierret","Alban Lenoir",6044
"1000",1285,"Vox Lux",2018,"R",114,"Drama",5.9,"An unusual set of circumstances brings unexpected success to a pop star.","Brady Corbet","Natalie Portman",15607
"1001",1286,"Bigger",2018,"PG-13",107,"Biography",6.4,"The inspirational tale of the grandfathers of fitness as we now know it, Joe and Ben Weider. Facing anti-Semitism and extreme poverty, the brothers beat all odds to build an empire and inspire future generations.","George Gallo","Kevin Durand",2075
"1002",1287,"Hell Fest",2018,"R",89,"Horror",5.5,"A masked serial killer turns a horror-themed amusement park into his own personal playground, terrorizing a group of friends while the rest of the patrons believe that it is all part of the show.","Gregory Plotkin","Cynthea Mercado",13094
"1003",1288,"10 Minutes Gone",2019,"R",89,"Action",3.6,"A crime thriller that centers on a man whose memory has been lost due to a bank heist gone wrong. The character will need to piece together the missing 10 minutes from his memory in order to determine who sabotaged him.","Brian A. Miller","Bruce Willis",2334
"1004",1290,"Khuda Haafiz",2020,"TV-MA",133,"Action",7.2,"A newly married couple's life falls in jeopardy when the wife goes missing under mysterious circumstances.","Faruk Kabir","Vidyut Jammwal",13228
"1005",1291,"A Bigger Splash",2015,"R",125,"Drama",6.4,"The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.","Luca Guadagnino","Tilda Swinton",26687
"1006",1294,"Galveston",2018,"Not Rated",91,"Action",6.2,"After escaping a set up, a dying hitman returns to his hometown of Galveston where he plans his revenge.","Mélanie Laurent","Ben Foster",11104
